국가,도,시,유튜브 채널명,영상 제목,영상 링크,업로드일,장소 이름,맵 링크,주소,위도,경도,카테고리,여행 일차,방문 순서,타임라인
일본,,도쿄,듀이ヂュイ♥彡,★彡Vlog 2박 3일 도쿄 혼여행🗼목표는 오직 굿즈뿐Σ(-᷅_-᷄๑) | 아키하바라 • 이케부쿠로 • 도쿄 굿즈샵 • 오타쿠투어 • 하이큐 • 히로아카 • 오타쿠 브이로그,https://www.youtube.com/watch?v=n8bBq0PIMcs,2024-09-28,애니메이트 이케부쿠로본점,https://maps.google.com/?cid=5782044568649909786,"1 Chome-20-7 Higashiikebukuro, Toshima City, Tokyo 170-0013 일본",35.7311443,139.7154592,movie_rental,1,5,6:31
일본,,도쿄,듀이ヂュイ♥彡,★彡Vlog 2박 3일 도쿄 혼여행🗼목표는 오직 굿즈뿐Σ(-᷅_-᷄๑) | 아키하바라 • 이케부쿠로 • 도쿄 굿즈샵 • 오타쿠투어 • 하이큐 • 히로아카 • 오타쿠 브이로그,https://www.youtube.com/watch?v=n8bBq0PIMcs,2024-09-28,라신반 이케부쿠로 본점,https://maps.google.com/?cid=492843513406628692,"일본 〒170-0013 Tokyo, Toshima City, Higashiikebukuro, 1 Chome−20−6 プラザイン池袋 2階",35.7309711,139.7155495,store,1,6,7:22
일본,,도쿄,듀이ヂュイ♥彡,★彡Vlog 2박 3일 도쿄 혼여행🗼목표는 오직 굿즈뿐Σ(-᷅_-᷄๑) | 아키하바라 • 이케부쿠로 • 도쿄 굿즈샵 • 오타쿠투어 • 하이큐 • 히로아카 • 오타쿠 브이로그,https://www.youtube.com/watch?v=n8bBq0PIMcs,2024-09-28,키디 랜드 하라주쿠점,https://maps.google.com/?cid=7858405403824591241,"6 Chome-1-9 Jingumae, Shibuya, Tokyo 150-0001 일본",35.667733,139.7065474,store,1,7,8:11
일본,,도쿄,듀이ヂュイ♥彡,★彡Vlog 2박 3일 도쿄 혼여행🗼목표는 오직 굿즈뿐Σ(-᷅_-᷄๑) | 아키하바라 • 이케부쿠로 • 도쿄 굿즈샵 • 오타쿠투어 • 하이큐 • 히로아카 • 오타쿠 브이로그,https://www.youtube.com/watch?v=n8bBq0PIMcs,2024-09-28,반다이남코 크로스 스토어 하카타,https://maps.google.com/?cid=10103364122178566167,"일본 〒812-0018 Fukuoka, Hakata Ward, Sumiyoshi, 1 Chome−2−74 キャナルシティ博多 サウスビル B1F",33.5886702,130.4108171,store,1,8,8:25
일본,,도쿄,듀이ヂュイ♥彡,★彡Vlog 2박 3일 도쿄 혼여행🗼목표는 오직 굿즈뿐Σ(-᷅_-᷄๑) | 아키하바라 • 이케부쿠로 • 도쿄 굿즈샵 • 오타쿠투어 • 하이큐 • 히로아카 • 오타쿠 브이로그,https://www.youtube.com/watch?v=n8bBq0PIMcs,2024-09-28,K-BOOKS Chara Pavilion,https://maps.google.com/?cid=12936924819183144890,"일본 〒170-0013 Tokyo, Toshima City, Higashiikebukuro, 3 Chome−15−14 クレール東池袋 1F",35.7312256,139.7184641,point_of_interest,1,9,9:25
,,,,,,,,,,,,,,,
,,,,,"★彡드디어 오타쿠의 성지, 도쿄에 가다| 오타쿠브이로그 • 도쿄역 캐릭터스트리트 • 히로아카 비질랜티 팝업 • 신주쿠 애니메이트 • 중고샵 • 가챠샵",,,,,,,,,,
일본,,도쿄,듀이ヂュイ♥彡,"★彡드디어 오타쿠의 성지, 도쿄에 가다| 오타쿠브이로그 • 도쿄역 캐릭터스트리트 • 히로아카 비질랜티 팝업 • 신주쿠 애니메이트 • 중고샵 • 가챠샵",https://youtu.be/ZNXDRkPoM28?si=HuuXyIKFQ0E41e4w,2025-07-26,IPPUKU&MATCHA,https://maps.google.com/?cid=6137875774303364269,"일본 〒103-0022 Tokyo, Chuo City, Nihonbashimuromachi, 2 Chome−1−1 日本橋三井タワ １階",35.6873367,139.7729769,cafe,1,1,1:13
일본,,도쿄,듀이ヂュイ♥彡,"★彡드디어 오타쿠의 성지, 도쿄에 가다| 오타쿠브이로그 • 도쿄역 캐릭터스트리트 • 히로아카 비질랜티 팝업 • 신주쿠 애니메이트 • 중고샵 • 가챠샵",https://youtu.be/ZNXDRkPoM28?si=HuuXyIKFQ0E41e4w,2025-07-26,도쿄역 마루노우치 광장,https://maps.google.com/?cid=8146915592005061530,"1 Chome-9 Marunouchi, Chiyoda City, Tokyo 100-0005 일본",35.6815604,139.7654768,tourist_attraction,1,2,1:28
일본,,도쿄,듀이ヂュイ♥彡,"★彡드디어 오타쿠의 성지, 도쿄에 가다| 오타쿠브이로그 • 도쿄역 캐릭터스트리트 • 히로아카 비질랜티 팝업 • 신주쿠 애니메이트 • 중고샵 • 가챠샵",https://youtu.be/ZNXDRkPoM28?si=HuuXyIKFQ0E41e4w,2025-07-26,C-Pla 시부야점,https://maps.google.com/?cid=11377090444125293229,"1, 階・地下1階, 渋谷区宇田川町２１−８ 渋谷平和ビル2階, Tokyo 150-0042 일본",35.6600859,139.6999929,point_of_interest,1,3,6:42
일본,,도쿄,듀이ヂュイ♥彡,"★彡드디어 오타쿠의 성지, 도쿄에 가다| 오타쿠브이로그 • 도쿄역 캐릭터스트리트 • 히로아카 비질랜티 팝업 • 신주쿠 애니메이트 • 중고샵 • 가챠샵",https://youtu.be/ZNXDRkPoM28?si=HuuXyIKFQ0E41e4w,2025-07-26,애니메이트 신주쿠,https://maps.google.com/?cid=12690311552326613515,"일본 〒160-0022 Tokyo, Shinjuku City, Shinjuku, 5 Chome−16−4 新宿マルイメン ７階",35.6925932,139.7064801,movie_rental,1,4,7:42
일본,,도쿄,듀이ヂュイ♥彡,"★彡드디어 오타쿠의 성지, 도쿄에 가다| 오타쿠브이로그 • 도쿄역 캐릭터스트리트 • 히로아카 비질랜티 팝업 • 신주쿠 애니메이트 • 중고샵 • 가챠샵",https://youtu.be/ZNXDRkPoM28?si=HuuXyIKFQ0E41e4w,2025-07-26,신주쿠 마루이 아넥스,https://maps.google.com/?cid=9734427687829740179,"3 Chome-1-26 Shinjuku, Shinjuku City, Tokyo 160-0022 일본",35.6901053,139.7058564,shopping_mall,1,5,11:02
